basePrice,occupancy,leadTimeDays,season_encoded,isWeekend,competitorPrice,amenitiesCount,roomType_encoded,isReturningGuest,finalPrice
17547.797965457405,0.6161760563100159,10.198097004986534,2,0,16189.872254196242,9,6,0,25982.564436656863
41248.36592622659,0.9604424292507397,0.19456026700140905,2,0,48694.79633316881,6,4,1,63910.77564346155
35182.365110032326,0.2804270639755625,20.569613106592065,3,1,10208.146888540046,11,2,1,65303.45391030694
10642.996149209892,0.19833778927865928,10.090458847445488,2,1,37466.411709692526,7,4,1,20736.827839629772
45813.577671210594,0.8685657702598799,39.79645301399172,3,1,3019.283603641219,18,6,0,100789.87087666332
41659.25041738894,0.49523483497037346,0.7271291402775109,1,0,31020.585461911713,4,1,0,52340.385299347916
47640.59592472043,0.8622719687863544,26.37185796863005,2,1,46049.32118584046,5,4,0,104809.31103438495
37108.816894252916,0.9037811846758734,85.14864711520269,3,0,16532.902422381296,4,5,0,66282.30000675053
31830.514208982124,0.1562118342571643,5.749683270505271,2,1,11719.720837112802,4,6,0,56773.24567322918
22657.422705659086,0.8951182866874546,19.139861167409034,2,0,33628.95035928607,13,5,0,40053.87530221711
46838.238717638626,0.50348714983248,2.876235900564198,2,1,36492.26614302448,16,6,1,103044.12517880498
43705.002806519195,0.559389240103809,29.47948023193429,3,1,35337.43439074312,14,1,1,88541.95189605512
5125.277494990902,0.6639332599838892,23.99069721569761,0,0,18007.89336100458,11,5,0,7263.21685753584
4239.247801370844,0.9337443460570781,15.695324051138007,2,1,14853.512901488552,2,5,0,8004.985137525515
20693.77824326833,0.11720448498678764,22.10526278087397,2,1,47928.18359821608,14,0,0,38826.804121982306
41096.006546746146,0.5291591214860354,68.06715793292646,1,0,46395.076888686686,7,3,0,54161.785415904276
49401.97807780239,0.7189498381875046,6.55566373396639,0,0,24493.880664962555,11,5,1,78696.4684672011
10069.593881865825,0.7504362619284056,0.6846895779000248,3,0,42771.11170925555,4,3,0,20924.533171263258
30924.143621550353,0.7232791883833972,59.34228497427812,1,0,24259.203448811913,7,6,0,47985.67302758742
20901.870261658012,0.2209916164673097,25.819797862937072,2,0,22946.283849407988,16,2,0,39561.25594330662
48585.97669728635,0.3694560295345132,66.39836578809013,1,1,10367.858537166849,6,4,0,80209.31422727648
42579.589387378306,0.42284397287531217,27.260484126610145,1,0,23041.084655122722,6,0,1,54378.12800861355
42401.44912142348,0.8239934869115545,49.84738225008126,2,1,28258.59611419093,2,6,0,89683.83535804013
25028.578510363604,0.35088388517309776,16.84638106610321,0,1,4057.703389148264,8,1,1,40251.59000046536
22496.516609870265,0.2896344674804828,41.57202729504952,0,0,23873.3112432441,7,2,0,26189.048721956427
15850.132380743193,0.9617032171342865,73.26971714610181,1,1,39723.742264574415,14,0,1,34753.4287756122
5649.648342593575,0.10797695660212202,25.467582692844193,2,1,34962.16464959068,9,0,0,9726.31153525497
43641.9516839875,0.9980387701137804,5.982266943188207,3,0,32852.37847660495,15,6,0,96012.29370477251
41206.347429113644,0.7091391689716561,9.39194991381983,1,1,45749.10513654852,18,1,0,83272.38046420686
49986.73064444814,0.8456223695042053,6.64352118321884,3,0,3847.5044617858102,12,1,0,107216.35556975967
49841.93134247355,0.36515745671157385,8.505005964436556,1,0,29181.236551035006,19,3,1,96831.47187844798
29105.29016332349,0.11288374990035399,10.97646383744212,1,0,40005.39587525623,13,4,0,43382.872430974916
39142.40851348399,0.764082566705377,24.29945059223007,2,1,28442.762986959562,7,6,1,86113.29872966479
47403.98930447412,0.8507301373006082,26.601348390109123,2,1,18223.090971277823,10,2,0,104288.77646984307
42933.42736183834,0.7664285187581672,16.67990705051126,3,1,9403.77655932296,10,4,1,94453.54019604436
14625.36078193029,0.22856525857075474,28.66816430947423,3,1,44715.46437536099,2,2,0,29199.8905658228
24175.574359574395,0.7780851300312722,2.5528485461130663,0,0,25125.83244221734,14,0,1,41211.17654409609
9070.492512120265,0.7920305038968769,2.7564935895904514,2,1,44271.41425832797,13,5,1,19130.534458450227
47840.39828115995,0.6926864641030493,5.656085401598715,1,0,30535.04975435891,6,5,0,78784.84742737643
31490.20781919136,0.7895043395160276,21.899158865243656,1,1,34687.02948090504,9,6,0,69081.55037284522
13746.211858662748,0.861329295709959,7.223751494157624,0,1,40800.27425578715,13,1,0,30241.666089058046
34569.93216707527,0.6522437028137126,9.992285239881342,2,1,33980.31059620631,9,1,0,75073.48343428047
32052.027301521102,0.17974424257271115,15.340414600817024,1,1,21708.577511910073,13,0,0,57591.64345720994
19833.647747543502,0.5388650287004898,50.11804389755483,0,1,27140.769044646597,5,0,0,28602.83388676075
8337.206833382563,0.16988440120444456,0.4187733769271288,0,0,40743.139659766355,14,2,1,15331.505002691752
34563.940192861584,0.4667887279291878,31.44146694810153,1,1,20561.563929530257,5,0,1,55213.703208821025
27454.461942478287,0.4663958402130649,33.157918654650665,1,1,21241.708468119363,9,6,1,40774.95999941448
39298.96441157505,0.15940885972621743,48.082179003027335,3,1,7497.435454726055,8,2,0,71979.35638615773
27447.68455226369,0.41393848057253135,80.98145894862886,2,1,45985.46845542214,7,4,1,49931.42215352615
43052.53051497138,0.19989828891218336,0.6103013821357929,3,0,7278.706802435761,8,1,0,76631.71690067407
28939.62142240082,0.8274116890083,5.009408544334569,0,1,33465.83134008213,3,1,0,43454.80498375415
29364.084662163154,0.9529192233680237,65.19181620092253,1,0,22420.14050373149,15,5,0,46719.80034416286
44202.71932494221,0.16508482773214475,18.403394769871042,3,1,22064.11134200579,8,5,1,89505.27198774036
21963.694711982662,0.9596036865625313,24.944058914690007,0,0,34938.936318916145,1,6,1,27177.685946715796
9298.715737180115,0.5703189394030707,32.63259225306469,2,0,6153.4054336043,7,1,0,14850.535880946067
4352.785786726932,0.3696091101584865,34.09565004065692,1,0,30904.171798717427,19,6,1,5285.630491865647
38491.451016660096,0.16917586774854715,80.533117321641,3,0,39285.493940700675,2,4,0,56714.62313666251
32154.548913612838,0.550561841263376,173.772680821082,2,0,41925.99962066993,14,4,1,56372.270136560364
36091.74910066351,0.8150639900416738,38.20584583393458,3,1,11014.92830150744,18,3,0,79401.84802145972
13009.315590918804,0.7363778295400283,10.15752474136102,0,0,45178.695353674164,15,2,0,18823.024483957746
9409.459352578178,0.1452034103175764,63.54607043086675,2,1,33838.86631682978,14,5,0,18565.039189986153
3683.5992863904507,0.16561165183111315,1.5142062156146858,3,0,44447.175638572095,19,2,0,8103.918430058992
19477.61526391006,0.46258595436937344,7.8830836584914525,2,0,25808.193704179317,19,5,0,42850.75358060213
30726.131282167757,0.36576144464314897,68.30334449781142,0,1,28475.567219568497,17,3,0,46563.04556088612
21435.47011968742,0.3091458907504431,8.8791506749807,2,0,46194.79902034754,19,1,0,42055.5866953736
23561.321335115266,0.3529040490178422,7.478891990113235,3,0,45295.74853766958,16,6,1,51834.90693725359
45495.458641206176,0.8231344689671961,4.459361116615267,0,0,24063.561048343094,19,2,1,70785.7703829775
19368.006950095114,0.9363052482686685,58.793649309247535,1,0,15897.393686877042,1,5,0,25707.910169507664
27157.50599051111,0.4645924250748098,20.79791117192738,3,1,21479.010424520417,19,2,1,59746.51317912444
39831.69159883373,0.9154999019192473,33.70804633932918,3,0,21224.923440898237,7,1,0,67027.17937808576
21637.5107690997,0.3893461311230938,8.196274728382079,0,0,16482.743124191315,11,6,1,25117.890175450488
32238.074910710053,0.5287932877094125,42.56953787244935,0,1,15623.241403649428,5,0,0,45437.71903170526
43531.094311097026,0.3034260980343998,42.81418379747373,1,1,43469.95801454681,17,5,0,76972.97590891353
47627.46931190918,0.6764284379582596,11.245081238758367,3,0,6283.510272179099,11,0,0,81696.40437970754
9912.453603664784,0.981083003657328,15.863712510950311,0,0,34847.725558680926,8,3,1,9914.631554417567
46549.61838259023,0.6431437864390408,7.059910694048752,1,1,11122.542418453257,10,6,0,81703.66719007466
26129.465774738295,0.42203267570219405,112.60064917040445,1,0,19191.77698952097,12,4,1,35334.710135756846
15137.486250051043,0.6830357013914755,31.120089956614894,0,1,5892.522604337332,10,2,0,22774.957959488638
24579.38054319828,0.2106286106188488,81.79125886306217,3,0,15688.760932206716,13,5,0,42058.707306588294
49061.53103841742,0.8997931722388588,10.845695055242482,2,1,39115.79034251038,18,2,0,107935.36828451834
26153.050417664872,0.5527755557018528,45.68279826762267,2,1,44595.720253721156,10,3,1,55623.936940874024
18451.325683512885,0.5044147678356778,43.55490780144816,1,1,13411.776139411251,19,3,0,39474.93798750888
32769.840152886114,0.6272783096081672,35.29614321299446,2,0,24786.748445169327,17,2,1,52237.901806575814
14286.844082575075,0.6623054765104622,101.12497076629737,2,0,25105.2302530487,16,5,0,28249.360300014036
6565.576421107204,0.16459822560386173,15.004253795642143,0,0,44058.039370707505,5,6,1,7822.606956061402
9057.346929800515,0.7143554991010621,4.202607519060347,1,0,38851.555485162855,3,1,0,12903.176901680514
9018.154431015304,0.31773851228397665,33.41563320142599,3,1,27114.629263298342,15,6,0,19839.93974823367
10139.426595077835,0.7425573692559309,39.203408616547584,1,1,34525.11842217335,2,1,0,17409.478677601084
9524.877114522276,0.8402813149457771,25.674259380027944,0,1,42825.68753374024,13,4,0,16655.570713446552
33121.11300575109,0.8235626567972683,6.951073222561503,2,0,3448.3308392006124,8,6,0,53415.71379556603
11548.363966759807,0.5972508706671003,21.06297036754374,3,0,21935.831459352285,17,2,1,24975.06010467197
19246.36231622157,0.568152903079676,11.227267769401575,1,0,45640.428862022694,4,2,0,24300.979202141414
45149.05526558256,0.22858836520547055,16.73052237535294,2,1,37794.71244966571,19,5,0,99327.92158428163
25276.197092355,0.797811535362822,31.087601572096784,1,0,28513.544593701507,9,2,0,39990.033632932515
34375.21371048828,0.3442684424020429,41.0200265043664,3,0,27893.29277065127,15,5,0,67933.95066811604
11099.033946476602,0.5470258805361519,7.927744647543543,1,1,19345.194587408576,9,2,0,23520.52219977595
12037.583884007527,0.355846683634765,15.59222542849026,1,1,27464.465081151182,9,3,0,24764.710905195927
4920.824964524507,0.22044552669972384,9.406886130324983,1,0,33803.0103747823,14,0,1,8544.228848271841
10939.947964391733,0.666601927202563,6.643035895530636,2,1,22663.062806153273,16,2,0,24067.885521661814
16093.745934502056,0.14889883134061346,45.88931830099639,3,0,36565.19788043218,17,0,1,31821.355620849215
11319.4927610071,0.77378071071358,71.9902949113114,3,1,43477.91468123814,13,1,0,24902.884074215624
7169.019086581614,0.385828115735005,13.872122286990038,2,1,10270.187864688476,9,4,0,15771.841990479552
8669.885941728238,0.1001212237040368,41.74269565781592,2,1,24222.710072418948,15,6,0,19073.749071802125
24656.60209753811,0.5600162253135068,68.18941672416533,2,0,22176.944290398813,7,6,1,32636.789089953927
12697.684765072248,0.14216671767484282,56.14828691697517,0,0,35310.84579033722,1,1,0,11928.215496286817
20120.683469259548,0.34855260203880956,6.056633988094838,1,0,14743.77086712268,1,2,1,27627.074168397732
26660.611730178272,0.7362788387101445,93.90664249226555,1,1,33091.79300275698,5,6,0,51562.56759242275
35448.556945580174,0.15642065945967928,14.180686132737197,3,1,44241.99436137993,9,5,1,60842.21864609789
4847.67057253165,0.8554046431204021,12.43096775766004,1,1,22652.185190300268,12,1,0,8728.812558588872
40572.288748725005,0.10343793039272481,1.9339581874975988,0,1,45817.73789902334,6,3,0,68820.78215118014
32511.318306072666,0.322141482281712,19.976097571910934,2,0,49678.695729873485,13,0,0,55320.561918494896
6842.674501596979,0.7668136505368643,3.4627839879311497,3,0,7986.326347553747,8,5,0,15053.883903513355
44058.19533301853,0.3846431347563761,8.572111793573066,3,0,13953.499835288356,15,6,0,83881.38087420753
46281.00282499522,0.19170314925941218,11.435292414432386,1,1,47667.84831965838,6,5,0,88278.22150841354
5870.664113178596,0.4242105269203851,49.637188890259296,3,1,48041.40126462518,6,2,1,9453.570118940734
16013.249462918575,0.343353957746073,62.50075217260762,2,0,7592.24194317765,4,3,0,23057.983849000448
40891.46015027388,0.8584407119444994,10.806134282242136,3,1,3704.929517725424,11,0,0,89961.21233060255
38168.20544803194,0.38201312582662883,58.70570079489912,2,0,10571.701093051846,18,3,0,82274.75286983392
11672.487909749734,0.8100392245984065,58.395807023883336,0,1,49812.60081896567,3,1,0,15658.327348635266
12839.418196825383,0.9026849303296612,43.40056647959354,0,1,11459.981980702283,3,2,0,23467.554761511212
20412.18883119495,0.49043567761887663,4.759151024065824,2,0,26619.73751593509,12,5,0,37290.05277776242
25772.580303978004,0.9189488294689528,35.166748973859875,1,0,42875.63314223402,6,5,1,47339.43917570825
32057.97426192391,0.43958624856687356,87.02579181977383,3,1,3958.875702345698,6,1,0,64705.06235130885
20338.941059779303,0.9676705748410973,34.422148828716956,1,0,31410.982166147594,8,5,0,36871.8900691006
24739.13165825795,0.18036057207301565,12.08681072097797,3,0,16020.196096872343,15,4,0,54426.08964816749
38131.13409228656,0.7183173398529185,20.82919461473682,0,1,43529.741072667384,18,2,0,75141.00107463484
4724.110535858101,0.5444326364112358,31.130458609102675,0,1,16322.674015411721,16,1,0,9876.649748975926
14864.536384168976,0.44888392491008233,21.43543996240333,0,1,35277.51885324972,6,2,0,23392.201337165494
36527.430536573964,0.6694406908737408,3.8333969290176593,3,0,34688.322725027654,17,0,0,80360.34718046273
45074.72137129837,0.733471382470898,11.221786006163146,0,1,13410.196796403081,9,2,0,81430.03174655863
27048.839779436308,0.10392694268527819,48.64471216736409,0,1,4635.562393812455,19,2,1,37252.00781671245
28009.333807469837,0.2502577798724789,59.28880210238411,0,1,22234.72996791367,18,0,0,48629.96530321806
8037.084532969475,0.7417414455708868,4.430649324657211,0,1,16592.078142395876,5,1,0,13320.832418313457
24028.38124070237,0.6997468722203858,91.33932736544723,1,1,41021.954231844305,6,2,0,35115.719177907355
28033.01152338609,0.9694427546158095,11.96165466077865,0,0,40617.116857401226,12,3,0,51609.31907130642
14396.113670832294,0.7849340112257047,32.56914106979683,0,1,24480.1257530534,11,2,1,26019.00150995922
15654.431854620905,0.9556954369582042,41.80865173879575,1,1,31506.07459019129,16,1,0,33122.9279192319
20732.355665917265,0.7322864513813263,50.13082113209024,1,0,31400.19725138548,17,5,0,38926.40065782558
3943.3462955531395,0.3682469877754988,87.42440392961056,3,1,41876.432976098295,9,6,1,4917.555698620667
18137.72078240938,0.19482843002577083,11.259116621971268,2,1,22975.113463790283,1,0,0,26248.639848291095
12938.056328837598,0.803641477010442,58.665035344337454,0,0,15945.993950153927,3,5,1,13226.16111161716
18392.375552361988,0.6797342993283243,4.236087571054993,0,1,15456.64115260573,9,1,1,26199.220960221774
8628.820195504806,0.14336741115396662,36.627557935880404,0,0,28201.037126263596,19,4,0,10479.351018813417
44854.78219477506,0.42404541931088047,40.64128134217856,3,1,24109.96552841399,13,6,0,89315.65785220437
30898.845317040286,0.9611198339358575,33.97033809663069,0,0,23685.676236292,14,5,0,47754.475483817885
34917.808999791014,0.5503610311391811,8.723194793713695,2,0,7283.454937216239,19,2,0,67636.54460788223
40091.0482145449,0.48945622241773423,61.91723971576621,1,1,36774.3758124392,7,6,0,68876.8632193914
26426.783349665693,0.5119296446433645,5.548655333271654,3,0,13045.624335149803,4,2,0,50591.20383111012
7085.2535401089135,0.2879944516046474,1.6538018686707363,1,0,12256.820619809903,12,0,1,9171.434950836363
28244.007465471746,0.4318364537783157,37.9185842710945,0,1,22399.641053037492,14,2,0,51662.71471673207
30581.532546981318,0.432831930388459,19.357906542662498,0,1,13705.582056036666,2,6,0,40956.7023794328
38035.65528666351,0.14711951816872518,56.73374375244615,0,0,30441.338563476722,1,3,0,43681.80138848086
23287.998672794933,0.7908108656661265,14.505903807535121,2,1,20458.776948720162,18,3,1,51233.59708014886
8996.274231391497,0.47485398871349105,5.527732085681974,2,0,24098.850961861135,8,5,0,16287.450422903632
16337.46757254005,0.839961898134781,54.31766364774118,3,0,28246.958115389356,3,1,0,25242.870413491677
20064.86793073585,0.8653132010079059,23.88262758743692,1,1,12566.169556644827,6,0,1,29868.577470687043
33358.110342585256,0.2907946492287923,6.291860248900067,0,1,10320.326274679901,13,4,1,56996.229781111084
29826.580319438857,0.6916181339531157,38.23014121793476,0,0,44379.82943505942,9,5,1,40007.8355789824
19736.546117198774,0.5250536237466835,21.46875618188944,0,1,23385.01403307679,9,1,1,34830.25802678151
49366.21669327004,0.8921410641293366,27.813952182566346,0,1,22368.399652729342,9,0,0,77558.96572029173
31471.416509773695,0.2941666112588087,18.535533419894747,2,0,4673.771062823549,15,6,0,53476.450337973154
14149.659211591741,0.7100318802790397,52.931739598982645,1,0,26404.88622160748,13,0,0,24102.25900667733
7783.776213158976,0.6469769100274503,53.08163651532709,1,0,29045.976915717005,16,6,0,16634.595762666446
10184.379541663606,0.36577132981464955,37.0730718821133,3,0,29265.520934869324,2,5,0,14293.673400621961
14560.013234071883,0.22294081328605536,3.341403829894793,2,0,36230.464958175566,14,1,0,28125.87234121497
10552.024543199117,0.6864757844295489,54.7633090698697,0,0,11341.646244577554,6,1,1,14875.587241282517
11768.650130411372,0.7647377123190976,33.35210950507318,1,1,14854.487308839085,2,2,0,20411.61192654337
16399.472928610812,0.38406460938701503,35.82306697329592,1,0,41104.331865829394,8,4,0,28268.16030183534
11148.558978853478,0.6803493436200824,13.528760568939305,2,1,47517.01899163952,4,3,0,23520.55877402177
45147.974957441984,0.45561781685035296,63.42833363692447,3,1,9388.839126264069,14,2,1,86382.9097819013
6770.986046097183,0.7418861949543559,38.77009106070883,3,0,26389.529061745256,11,0,0,14328.903960092894
27652.03530980197,0.2792937474046478,3.583460908368109,0,1,13066.283878760582,14,4,0,52156.324516369095
22288.65086851409,0.9011935023725569,15.716213174693749,3,0,5823.438912684174,12,4,0,41918.978629002726
49171.7949947045,0.3586686368190217,65.2469675269866,1,1,18298.656891928364,16,1,0,95805.77009365124
8265.82840189846,0.4310073889805376,1.4504039775729578,3,0,9753.318383658,6,4,0,15060.441956459026
21699.213155149857,0.15228275687231482,97.64800967712215,0,0,36366.85445140958,1,5,1,20079.69611033833
48565.11036394234,0.20036099108914876,34.10462182503,1,0,28085.09444255789,12,4,1,76864.84290960393
43678.83491701707,0.5642757124410953,29.939341919565543,3,0,9760.220136544613,7,0,1,66120.69277859351
41402.387334616156,0.34083340905517434,9.464314296780065,3,1,3434.3546550591755,8,5,0,91085.25213615556
15121.432871112173,0.8519322031679749,8.582172608683043,2,1,40983.381304138,9,5,1,33267.15231644678
11031.716607333094,0.11322404978945846,85.44949670552037,0,1,11281.137089719634,2,2,1,10877.425395368602
34426.231336448254,0.44118464380474254,10.626301852070542,3,1,31492.182184376,17,4,1,73612.72461075407
46680.67148899653,0.40361099209218343,44.81709496443816,2,1,18835.329914607042,13,1,0,102697.47727579238
29167.8559716547,0.11739486782584094,14.982814922447833,1,0,30517.839100806672,5,6,1,43501.088480012695
29865.796405085293,0.2119315591004592,4.498677183625306,2,0,17835.72046816923,10,2,0,44719.44732404981
16159.017402033356,0.47227840742677174,0.3231935977077412,2,0,7086.159352535946,12,1,1,30617.118101689197
39166.167860021036,0.543578126002702,23.574808929742733,3,0,13478.65040221442,17,4,0,81009.41702696966
11791.056182203598,0.4638607725293822,111.61583286206664,3,0,11838.752624516554,6,2,0,19580.632172288762
18212.924110999455,0.5778439105708845,13.819958333602811,3,1,23116.90956466326,3,4,1,38642.98635812638
22995.512614971587,0.6356185074151134,13.257291576902995,2,0,33939.337821029396,15,0,0,49546.46936844854
26857.687798169387,0.10893143901505208,12.652024834423804,1,0,15398.885522478804,7,2,0,40031.05093490855
14393.25742350877,0.5176856435081535,22.053084353660168,0,1,3567.2869591290437,6,1,1,21320.693679153028
8397.330762742567,0.9671493167988294,17.43019477414116,2,1,27390.056120443573,4,0,1,14654.561271377006
31699.14199475673,0.5671290521165938,63.586570356444504,3,0,31470.69599987169,19,3,0,60568.198398272434
16565.63600229202,0.7097880407130579,21.12750524267351,0,0,48254.91321808506,5,1,1,16368.477931966157
30318.19640686278,0.38067747212519487,21.263534543286184,1,1,30705.1277453826,3,6,0,50598.07557542968
10255.047617887509,0.7965922403374863,4.467935568738433,0,0,25145.110290772667,9,4,0,19016.876490514376
25613.58478717642,0.7956293336885035,121.7801098562797,3,0,29949.87641719208,6,1,0,49087.53668794768
28031.703329924534,0.5691664428887251,8.629377827903609,2,0,46611.329603515274,13,3,0,46193.11173997147
5435.706230654065,0.9784124409512922,2.2858358351667265,2,1,41933.77284327737,4,1,0,9887.847961292675
18820.401075114267,0.21299519328638805,32.643192481308304,3,0,18180.000468098977,2,0,0,29749.971662763764
9317.48981613179,0.1152528984006229,27.143197168811433,2,0,14150.955091885451,4,5,1,11439.173748170202
5978.623612220084,0.7931423905813864,16.091773318062664,3,1,15343.779781205461,8,1,0,13152.971946884187
49528.13092232743,0.8264399836283943,16.455421505907605,2,1,26707.78886661501,13,2,1,107121.33476670238
18150.63071381198,0.20818650620851864,46.12243806755168,2,1,37970.32420774316,10,6,1,37637.40070138685
41064.098955167836,0.3390245496627455,6.533959825455982,2,0,26651.302737599217,18,3,0,90341.01770136924
14968.1107738969,0.11579712702996603,51.48620240336784,1,1,6186.430603921292,9,1,1,23802.95716778103
35030.62794452468,0.3639777497025083,31.387465250968525,1,0,37008.2929206791,1,3,1,36736.201558217115
38730.70941481527,0.7958276865268044,16.288574970227707,3,1,40880.59604753483,13,5,0,85207.5607125936
30995.020808568683,0.566164474941321,18.376262311847395,1,0,16606.399660626823,18,0,0,54853.544011198625
25164.080861857445,0.41328603385145934,8.897535745959722,3,1,34213.90974631747,15,2,1,55360.977896086384
22356.52296492162,0.43456536541569724,41.84362974175421,0,0,23049.81934955649,2,4,1,28927.733402306905
19396.808527520778,0.10121826314392135,21.57701958935678,0,0,44788.609719189815,11,1,1,22937.1150905761
46687.869779647815,0.3698204748087123,11.607598548347347,1,1,42725.60123355477,14,0,0,96875.58898142369
42039.11216602327,0.6818128674741374,27.193933728867986,0,1,27695.303920553186,15,3,0,79818.42325715123
48356.26480132609,0.9767749994347213,163.71553891901465,0,0,35500.76065323894,14,5,0,70845.4865555808
8841.969503820601,0.8623547442855095,17.14181602190558,2,1,44517.43594803889,16,6,0,19452.332908405322
37350.771334571284,0.12123546818097622,76.032261513329,2,0,26298.69947367895,15,3,0,65524.77149387231
47102.00147058878,0.9087045442073554,12.694372604576573,3,1,17722.78480297463,19,6,0,103624.40323529532
11517.954109786027,0.8048785719687633,1.6886262500409595,0,1,38422.30848175032,9,5,0,20051.9659616417
6125.324566238542,0.8023385112138823,6.853808793931881,3,0,13343.113974880513,5,6,1,13475.714045724793
37832.670516632774,0.5121961831032144,16.27439848389467,3,1,21260.963956283977,5,5,0,72119.57305669079
30000.23631945586,0.4582047636590526,7.439802855954182,0,1,43689.1801440193,11,0,0,59621.80900680045
42565.95250763879,0.3726241559498734,0.006811919860004206,1,0,37047.84999265781,4,1,1,58223.33682878739
9569.301701435606,0.1591253730589292,73.9536634140854,0,0,21979.117246632464,18,4,1,9890.480668744962
40377.56365741484,0.30541182714432924,55.71379696251275,2,1,13092.991613192798,3,1,0,58887.38220116762
12476.484042243992,0.32194327148022217,40.67787048628472,0,0,19730.514369115117,4,2,0,15108.934412977824
10691.829314688111,0.5356693627391814,5.511000636446035,1,1,16352.89501368935,14,1,1,23522.02449231385
10720.492502756668,0.7726999659370246,3.8473983499773934,3,1,11276.196533361135,7,5,0,23585.08350606467
41285.01185087496,0.526428845558152,2.0999539694319975,3,0,37936.646937585865,8,5,1,65822.52239122363
34264.26937272141,0.15206000450244456,38.62380525843659,2,0,14847.28468195806,16,2,0,67340.24807989769
27584.074964148607,0.9620108208893835,79.27122822687724,2,0,24345.8710978849,15,3,0,54564.58598158355
19865.03275380462,0.948451887184701,16.891781908639732,2,0,21135.394001297125,7,5,0,38769.61947903327
44228.42541821609,0.8066705888335676,3.8057201666798695,3,0,49157.63679587465,17,2,0,97302.5359200754
21444.920048863863,0.9921951114077985,21.547354734008536,2,0,21381.335474966363,12,5,0,35844.52783841503
41380.17365516412,0.5900340995202367,12.86962390303205,0,1,6759.176691447476,18,4,0,81733.05855590448
23639.340702800266,0.9664915152278855,14.091706422969153,3,1,7221.810370887949,14,5,1,52006.54954616059
20716.388182970655,0.1680445365550757,29.132754416290947,1,0,30765.424903594045,15,0,0,33734.594706931646
24745.9499264715,0.4291126734352342,38.051938704667485,3,1,31170.086931698483,15,2,0,54441.089838237305
17164.760085714675,0.30284314120608924,3.5163674195805124,0,1,22681.672552684784,5,6,1,28781.6109037766
38137.6408682838,0.276249775720843,1.0871700873447596,0,1,23296.653538665396,16,1,0,69033.81807781137
26627.85833434652,0.2267226540034085,155.17858639174204,2,1,5534.831393520947,5,2,1,42167.08913056733
13913.996671900413,0.660172277409397,7.947431004196325,3,0,27277.685988295325,2,3,1,26266.312666905753
45280.00494390472,0.8031896701725746,1.6600073049047557,3,1,26722.755342876528,9,5,0,99616.0108765904
21042.887404540936,0.6204685594783246,6.317013853887275,3,1,10028.817972176392,9,2,0,46294.35228999006
28546.984472357464,0.23226643862938873,1.1921101983665343,1,0,7880.451147213596,4,4,1,36154.99940834683
45604.1892153337,0.8300113929401238,14.918082503554698,2,0,8807.907058176053,15,2,0,85035.48333754532
32339.185807957627,0.6723592364473556,48.6455857299977,0,0,7748.3275850891505,11,4,0,38237.56632412315
8494.20791329311,0.449349135514296,12.522082612405011,0,0,31656.28519022771,1,5,1,10495.804934310168
47172.10980983333,0.7067172659824567,17.619507229092065,2,1,12234.684662937176,18,1,1,93182.30376511496
32502.27849435664,0.33391448131854956,33.772115567553016,0,0,14817.217152810783,1,5,1,32546.113656679685
18740.563888883047,0.41067298764478943,21.33286293654927,0,1,11157.890775117667,8,3,0,26187.566603372783
9545.787415179202,0.9257372588187912,59.29478614614198,2,1,48018.25930907964,16,0,0,20271.68062852407
40319.18389570391,0.3614540551042784,60.30545238485767,0,0,43167.020768136266,18,1,0,60114.1671014597
32143.419528640134,0.522989441342143,0.2988040004183265,3,0,13833.25735552148,9,1,0,57467.96055021293
28072.671322887112,0.9011270236564132,45.15859519888407,1,0,18395.615814339923,12,0,0,45072.98939981808
45012.95140339501,0.7369492152407747,18.52636746040115,2,0,12864.963588334867,19,2,0,99028.49308746903
40064.068927552944,0.1559829035482325,134.86403481353358,1,0,26118.170094658715,18,5,0,66837.47755210995
10128.719347439306,0.23257273985107332,19.80484184287126,0,0,3921.695026289919,5,2,0,13165.383052007792
17650.937186390765,0.10705743169472515,130.0450075296118,0,1,34554.2964181494,2,2,0,23220.30191310046
14678.98957127989,0.6678296112062471,42.142227061091546,3,1,27588.433041429158,7,5,0,27354.65545978693
37965.475750915815,0.5029060828693765,8.574709396395939,2,1,45236.029630151854,10,3,1,65045.67815806215
4576.024432581631,0.220847365812048,23.19137061258126,0,1,10726.456163435465,15,1,0,8558.685257788706
29784.815188951878,0.9621407089510934,145.3624215796158,2,0,40793.13456487319,7,4,1,47734.35547637834
38835.55822981246,0.576693751551058,58.458842807578314,2,0,40222.16767993564,5,0,1,58259.12606074637
44207.98492780222,0.3177039647016003,3.0731734063859126,2,1,8977.515893193686,15,1,0,85514.22069050802
19077.84218964765,0.5505432140392368,36.76324824232468,2,1,21732.283534773997,15,2,0,41971.252817224835
41599.0933195846,0.711658299461597,12.720158969849146,2,1,10997.174133792294,10,0,0,86340.07998498906
8199.691636894739,0.16861529617620802,0.21020255804173385,1,0,14971.863521504798,14,4,1,14663.76432399405
42783.257711522354,0.34723343354310277,15.499324006673469,3,0,15372.570217035585,10,1,0,84851.94445585016
8991.967129603174,0.8262689417955943,8.026754379530054,2,0,29143.110519211317,17,1,1,17223.71925570791
21672.502656337263,0.5136983833623952,51.25608738313134,1,1,22336.31379274188,14,3,1,41517.16556094009
40472.88219163902,0.5919194278290655,12.344372071272868,0,1,47543.44178829635,2,1,1,62591.96503708696
